Entrez Id,Gene,Dataset,Dependent Cell Lines,Cell Lines with Data,Strongly Selective,Common Essential
9187,SLC24A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
25769,SLC24A2,DependencyEnum.Chronos_Score,1.0,318.0,True,False
57419,SLC24A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
123041,SLC24A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
283652,SLC24A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6576,SLC25A1,DependencyEnum.Chronos_Score,11.0,318.0,True,False
1468,SLC25A10,DependencyEnum.Chronos_Score,10.0,318.0,True,False
8402,SLC25A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
8604,SLC25A12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10165,SLC25A13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9016,SLC25A14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10166,SLC25A15,DependencyEnum.Chronos_Score,0.0,318.0,False,False
8034,SLC25A16,DependencyEnum.Chronos_Score,1.0,318.0,False,False
10478,SLC25A17,DependencyEnum.Chronos_Score,0.0,318.0,False,False
83733,SLC25A18,DependencyEnum.Chronos_Score,4.0,318.0,False,False
60386,SLC25A19,DependencyEnum.Chronos_Score,0.0,318.0,False,False
83884,SLC25A2,DependencyEnum.Chronos_Score,1.0,318.0,False,False
788,SLC25A20,DependencyEnum.Chronos_Score,0.0,318.0,False,False
89874,SLC25A21,DependencyEnum.Chronos_Score,4.0,318.0,False,False
79751,SLC25A22,DependencyEnum.Chronos_Score,4.0,318.0,True,False
79085,SLC25A23,DependencyEnum.Chronos_Score,0.0,318.0,False,False
29957,SLC25A24,DependencyEnum.Chronos_Score,1.0,318.0,True,False
114789,SLC25A25,DependencyEnum.Chronos_Score,34.0,318.0,True,False
115286,SLC25A26,DependencyEnum.Chronos_Score,39.0,318.0,True,False
9481,SLC25A27,DependencyEnum.Chronos_Score,0.0,318.0,False,False
81894,SLC25A28,DependencyEnum.Chronos_Score,4.0,318.0,False,False
123096,SLC25A29,DependencyEnum.Chronos_Score,0.0,318.0,False,False
5250,SLC25A3,DependencyEnum.Chronos_Score,240.0,318.0,False,True
253512,SLC25A30,DependencyEnum.Chronos_Score,0.0,318.0,False,False
83447,SLC25A31,DependencyEnum.Chronos_Score,0.0,318.0,False,False
81034,SLC25A32,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84275,SLC25A33,DependencyEnum.Chronos_Score,108.0,318.0,True,False
284723,SLC25A34,DependencyEnum.Chronos_Score,0.0,318.0,False,False
399512,SLC25A35,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55186,SLC25A36,DependencyEnum.Chronos_Score,0.0,318.0,False,False
51312,SLC25A37,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54977,SLC25A38,DependencyEnum.Chronos_Score,301.0,318.0,True,True
51629,SLC25A39,DependencyEnum.Chronos_Score,0.0,318.0,False,False
291,SLC25A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55972,SLC25A40,DependencyEnum.Chronos_Score,59.0,318.0,True,False
284427,SLC25A41,DependencyEnum.Chronos_Score,131.0,318.0,False,True
284439,SLC25A42,DependencyEnum.Chronos_Score,3.0,318.0,False,False
203427,SLC25A43,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9673,SLC25A44,DependencyEnum.Chronos_Score,0.0,318.0,False,False
283130,SLC25A45,DependencyEnum.Chronos_Score,10.0,318.0,True,False
91137,SLC25A46,DependencyEnum.Chronos_Score,3.0,318.0,True,False
283600,SLC25A47,DependencyEnum.Chronos_Score,0.0,318.0,False,False
153328,SLC25A48,DependencyEnum.Chronos_Score,0.0,318.0,False,False
292,SLC25A5,DependencyEnum.Chronos_Score,309.0,318.0,True,True
92014,SLC25A51,DependencyEnum.Chronos_Score,9.0,318.0,False,False
147407,SLC25A52,DependencyEnum.Chronos_Score,0.0,318.0,False,False
401612,SLC25A53,DependencyEnum.Chronos_Score,2.0,318.0,True,False
293,SLC25A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10861,SLC26A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
65012,SLC26A10P,DependencyEnum.Chronos_Score,81.0,318.0,True,True
284129,SLC26A11,DependencyEnum.Chronos_Score,1.0,318.0,False,False
1836,SLC26A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
1811,SLC26A3,DependencyEnum.Chronos_Score,2.0,318.0,True,False
5172,SLC26A4,DependencyEnum.Chronos_Score,1.0,318.0,True,False
375611,SLC26A5,DependencyEnum.Chronos_Score,2.0,318.0,True,False
65010,SLC26A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
115111,SLC26A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
116369,SLC26A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
115019,SLC26A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
376497,SLC27A1,DependencyEnum.Chronos_Score,1.0,318.0,False,False
11001,SLC27A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
11000,SLC27A3,DependencyEnum.Chronos_Score,17.0,318.0,False,False
10999,SLC27A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10998,SLC27A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
28965,SLC27A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9154,SLC28A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9153,SLC28A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
64078,SLC28A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
2030,SLC29A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
3177,SLC29A2,DependencyEnum.Chronos_Score,183.0,318.0,True,True
55315,SLC29A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
222962,SLC29A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6513,SLC2A1,DependencyEnum.Chronos_Score,91.0,318.0,True,False
81031,SLC2A10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
66035,SLC2A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
154091,SLC2A12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
114134,SLC2A13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
144195,SLC2A14,DependencyEnum.Chronos_Score,2.0,318.0,True,False
6514,SLC2A2,DependencyEnum.Chronos_Score,1.0,318.0,True,False
6515,SLC2A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6517,SLC2A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
56731,SLC2A4RG,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6518,SLC2A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
11182,SLC2A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
155184,SLC2A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
29988,SLC2A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
56606,SLC2A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
7779,SLC30A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55532,SLC30A10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
7780,SLC30A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
7781,SLC30A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
7782,SLC30A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
64924,SLC30A5,DependencyEnum.Chronos_Score,1.0,318.0,False,False
55676,SLC30A6,DependencyEnum.Chronos_Score,1.0,318.0,True,False
148867,SLC30A7,DependencyEnum.Chronos_Score,7.0,318.0,True,False
169026,SLC30A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10463,SLC30A9,DependencyEnum.Chronos_Score,25.0,318.0,False,False
1317,SLC31A1,DependencyEnum.Chronos_Score,68.0,318.0,True,False
1318,SLC31A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
140679,SLC32A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9197,SLC33A1,DependencyEnum.Chronos_Score,55.0,318.0,True,False
6569,SLC34A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10568,SLC34A2,DependencyEnum.Chronos_Score,4.0,318.0,True,False
142680,SLC34A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10559,SLC35A1,DependencyEnum.Chronos_Score,14.0,318.0,True,False
7355,SLC35A2,DependencyEnum.Chronos_Score,12.0,318.0,False,False
23443,SLC35A3,DependencyEnum.Chronos_Score,2.0,318.0,False,False
113829,SLC35A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55032,SLC35A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10237,SLC35B1,DependencyEnum.Chronos_Score,313.0,318.0,False,True
347734,SLC35B2,DependencyEnum.Chronos_Score,20.0,318.0,True,False
51000,SLC35B3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84912,SLC35B4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55343,SLC35C1,DependencyEnum.Chronos_Score,1.0,318.0,True,False
51006,SLC35C2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23169,SLC35D1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
11046,SLC35D2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
340146,SLC35D3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
79939,SLC35E1,DependencyEnum.Chronos_Score,2.0,318.0,True,False
728661,SLC35E2B,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55508,SLC35E3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
339665,SLC35E4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
222553,SLC35F1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54733,SLC35F2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
148641,SLC35F3,DependencyEnum.Chronos_Score,1.0,318.0,True,False
80255,SLC35F5,DependencyEnum.Chronos_Score,2.0,318.0,True,False
54978,SLC35F6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
159371,SLC35G1,DependencyEnum.Chronos_Score,1.0,318.0,True,False
80723,SLC35G2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
146861,SLC35G3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
83650,SLC35G5,DependencyEnum.Chronos_Score,1.0,318.0,True,False
643664,SLC35G6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
206358,SLC36A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
153201,SLC36A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
285641,SLC36A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
120103,SLC36A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54020,SLC37A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
219855,SLC37A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84255,SLC37A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
81539,SLC38A1,DependencyEnum.Chronos_Score,4.0,318.0,True,False
124565,SLC38A10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
151258,SLC38A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54407,SLC38A2,DependencyEnum.Chronos_Score,58.0,318.0,True,False
55089,SLC38A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
92745,SLC38A5,DependencyEnum.Chronos_Score,1.0,318.0,False,False
145389,SLC38A6,DependencyEnum.Chronos_Score,1.0,318.0,False,False
55238,SLC38A7,DependencyEnum.Chronos_Score,3.0,318.0,False,False
146167,SLC38A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
153129,SLC38A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
27173,SLC39A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
57181,SLC39A10,DependencyEnum.Chronos_Score,250.0,318.0,False,True
201266,SLC39A11,DependencyEnum.Chronos_Score,1.0,318.0,True,False
221074,SLC39A12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
91252,SLC39A13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23516,SLC39A14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
29986,SLC39A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
29985,SLC39A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55630,SLC39A4,DependencyEnum.Chronos_Score,11.0,318.0,True,False
283375,SLC39A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
25800,SLC39A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
7922,SLC39A7,DependencyEnum.Chronos_Score,315.0,318.0,False,True
64116,SLC39A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55334,SLC39A9,DependencyEnum.Chronos_Score,3.0,318.0,True,False
6519,SLC3A1,DependencyEnum.Chronos_Score,1.0,318.0,False,False
6520,SLC3A2,DependencyEnum.Chronos_Score,133.0,318.0,True,True
30061,SLC40A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
254428,SLC41A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84102,SLC41A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54946,SLC41A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
8501,SLC43A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
124935,SLC43A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
29015,SLC43A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23446,SLC44A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
57153,SLC44A2,DependencyEnum.Chronos_Score,1.0,318.0,True,False
126969,SLC44A3,DependencyEnum.Chronos_Score,59.0,318.0,True,False
80736,SLC44A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
204962,SLC44A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
50651,SLC45A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
51151,SLC45A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
85414,SLC45A3,DependencyEnum.Chronos_Score,1.0,318.0,False,False
57210,SLC45A4,DependencyEnum.Chronos_Score,1.0,318.0,True,False
57864,SLC46A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
283537,SLC46A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55244,SLC47A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
146802,SLC47A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55652,SLC48A1,DependencyEnum.Chronos_Score,2.0,318.0,True,False
84179,SLC49A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6521,SLC4A1,DependencyEnum.Chronos_Score,1.0,318.0,True,False
57282,SLC4A10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
83959,SLC4A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
22950,SLC4A1AP,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6522,SLC4A2,DependencyEnum.Chronos_Score,2.0,318.0,True,False
6508,SLC4A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
8671,SLC4A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
57835,SLC4A5,DependencyEnum.Chronos_Score,5.0,318.0,True,False
9497,SLC4A7,DependencyEnum.Chronos_Score,167.0,318.0,False,True
9498,SLC4A8,DependencyEnum.Chronos_Score,6.0,318.0,True,False
83697,SLC4A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55974,SLC50A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
200931,SLC51A,DependencyEnum.Chronos_Score,0.0,318.0,False,False
123264,SLC51B,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55065,SLC52A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
79581,SLC52A2,DependencyEnum.Chronos_Score,12.0,318.0,True,False
113278,SLC52A3,DependencyEnum.Chronos_Score,1.0,318.0,True,False
6523,SLC5A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
125206,SLC5A10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
115584,SLC5A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
159963,SLC5A12,DependencyEnum.Chronos_Score,1.0,318.0,True,False
6524,SLC5A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6526,SLC5A3,DependencyEnum.Chronos_Score,12.0,318.0,True,False
6527,SLC5A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6528,SLC5A5,DependencyEnum.Chronos_Score,8.0,318.0,False,False
8884,SLC5A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
60482,SLC5A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
160728,SLC5A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
200010,SLC5A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6529,SLC6A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6538,SLC6A11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6539,SLC6A12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6540,SLC6A13,DependencyEnum.Chronos_Score,1.0,318.0,True,False
11254,SLC6A14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55117,SLC6A15,DependencyEnum.Chronos_Score,0.0,318.0,False,False
28968,SLC6A16,DependencyEnum.Chronos_Score,0.0,318.0,False,False
388662,SLC6A17,DependencyEnum.Chronos_Score,19.0,318.0,True,False
348932,SLC6A18,DependencyEnum.Chronos_Score,0.0,318.0,False,False
340024,SLC6A19,DependencyEnum.Chronos_Score,2.0,318.0,False,False
6530,SLC6A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
54716,SLC6A20,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6531,SLC6A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6532,SLC6A4,DependencyEnum.Chronos_Score,67.0,318.0,True,False
9152,SLC6A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6533,SLC6A6,DependencyEnum.Chronos_Score,5.0,318.0,True,False
6534,SLC6A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6535,SLC6A8,DependencyEnum.Chronos_Score,91.0,318.0,False,True
6536,SLC6A9,DependencyEnum.Chronos_Score,12.0,318.0,False,False
6541,SLC7A1,DependencyEnum.Chronos_Score,73.0,318.0,True,False
56301,SLC7A10,DependencyEnum.Chronos_Score,6.0,318.0,False,False
23657,SLC7A11,DependencyEnum.Chronos_Score,2.0,318.0,True,False
157724,SLC7A13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
57709,SLC7A14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6542,SLC7A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84889,SLC7A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6545,SLC7A4,DependencyEnum.Chronos_Score,2.0,318.0,True,False
8140,SLC7A5,DependencyEnum.Chronos_Score,84.0,318.0,True,False
9057,SLC7A6,DependencyEnum.Chronos_Score,2.0,318.0,True,False
84138,SLC7A6OS,DependencyEnum.Chronos_Score,286.0,318.0,False,True
9056,SLC7A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23428,SLC7A8,DependencyEnum.Chronos_Score,1.0,318.0,False,False
11136,SLC7A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6546,SLC8A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6543,SLC8A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6547,SLC8A3,DependencyEnum.Chronos_Score,1.0,318.0,True,False
80024,SLC8B1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6548,SLC9A1,DependencyEnum.Chronos_Score,3.0,318.0,False,False
6549,SLC9A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6550,SLC9A3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9368,NHERF1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9351,NHERF2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
389015,SLC9A4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6553,SLC9A5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10479,SLC9A6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84679,SLC9A7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23315,SLC9A8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
285195,SLC9A9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
150159,SLC9B1,DependencyEnum.Chronos_Score,307.0,318.0,False,True
133308,SLC9B2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
285335,SLC9C1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
284525,SLC9C2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6579,SLCO1A2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
10599,SLCO1B1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
28234,SLCO1B3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
338821,SLCO1B7,DependencyEnum.Chronos_Score,0.0,318.0,False,False
53919,SLCO1C1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6578,SLCO2A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
11309,SLCO2B1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
28232,SLCO3A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
28231,SLCO4A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
353189,SLCO4C1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
81796,SLCO5A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
133482,SLCO6A1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84250,SLF1,DependencyEnum.Chronos_Score,25.0,318.0,True,False
55719,SLF2,DependencyEnum.Chronos_Score,17.0,318.0,False,False
91607,SLFN11,DependencyEnum.Chronos_Score,0.0,318.0,False,False
55106,SLFN12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
100506736,SLFN12L,DependencyEnum.Chronos_Score,0.0,318.0,False,False
146857,SLFN13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
342618,SLFN14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
162394,SLFN5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
200172,SLFNL1,DependencyEnum.Chronos_Score,31.0,318.0,False,False
81892,SLIRP,DependencyEnum.Chronos_Score,172.0,318.0,False,True
6585,SLIT1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9353,SLIT2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6586,SLIT3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
114798,SLITRK1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84631,SLITRK2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
22865,SLITRK3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
139065,SLITRK4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
26050,SLITRK5,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84189,SLITRK6,DependencyEnum.Chronos_Score,0.0,318.0,False,False
9748,SLK,DependencyEnum.Chronos_Score,1.0,318.0,False,False
7871,SLMAP,DependencyEnum.Chronos_Score,18.0,318.0,False,False
6590,SLPI,DependencyEnum.Chronos_Score,0.0,318.0,False,False
79811,SLTM,DependencyEnum.Chronos_Score,21.0,318.0,False,False
10569,SLU7,DependencyEnum.Chronos_Score,318.0,318.0,True,True
57152,SLURP1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
432355,SLURP2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
84464,SLX4,DependencyEnum.Chronos_Score,93.0,318.0,False,False
128710,SLX4IP,DependencyEnum.Chronos_Score,0.0,318.0,False,False
4086,SMAD1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
4087,SMAD2,DependencyEnum.Chronos_Score,4.0,318.0,True,False
4088,SMAD3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
4089,SMAD4,DependencyEnum.Chronos_Score,17.0,318.0,True,False
4091,SMAD6,DependencyEnum.Chronos_Score,5.0,318.0,False,False
4092,SMAD7,DependencyEnum.Chronos_Score,13.0,318.0,True,False
4093,SMAD9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
57228,SMAGP,DependencyEnum.Chronos_Score,0.0,318.0,False,False
60682,SMAP1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
64744,SMAP2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6594,SMARCA1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6595,SMARCA2,DependencyEnum.Chronos_Score,11.0,318.0,True,False
6597,SMARCA4,DependencyEnum.Chronos_Score,63.0,318.0,True,False
8467,SMARCA5,DependencyEnum.Chronos_Score,200.0,318.0,False,True
56916,SMARCAD1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
50485,SMARCAL1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6598,SMARCB1,DependencyEnum.Chronos_Score,247.0,318.0,False,True
6599,SMARCC1,DependencyEnum.Chronos_Score,6.0,318.0,False,False
6601,SMARCC2,DependencyEnum.Chronos_Score,2.0,318.0,False,False
6602,SMARCD1,DependencyEnum.Chronos_Score,59.0,318.0,True,False
6603,SMARCD2,DependencyEnum.Chronos_Score,8.0,318.0,True,False
6604,SMARCD3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
6605,SMARCE1,DependencyEnum.Chronos_Score,318.0,318.0,False,True
8243,SMC1A,DependencyEnum.Chronos_Score,316.0,318.0,False,True
27127,SMC1B,DependencyEnum.Chronos_Score,1.0,318.0,True,False
10592,SMC2,DependencyEnum.Chronos_Score,314.0,318.0,False,True
9126,SMC3,DependencyEnum.Chronos_Score,312.0,318.0,False,True
10051,SMC4,DependencyEnum.Chronos_Score,317.0,318.0,False,True
23137,SMC5,DependencyEnum.Chronos_Score,259.0,318.0,False,True
79677,SMC6,DependencyEnum.Chronos_Score,268.0,318.0,False,True
23347,SMCHD1,DependencyEnum.Chronos_Score,15.0,318.0,False,False
255798,SMCO1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
341346,SMCO2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
440087,SMCO3,DependencyEnum.Chronos_Score,0.0,318.0,False,False
56935,SMCO4,DependencyEnum.Chronos_Score,0.0,318.0,False,False
4184,SMCP,DependencyEnum.Chronos_Score,0.0,318.0,False,False
140775,SMCR8,DependencyEnum.Chronos_Score,0.0,318.0,False,False
91689,SMDT1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
23049,SMG1,DependencyEnum.Chronos_Score,313.0,318.0,False,True
23381,SMG5,DependencyEnum.Chronos_Score,318.0,318.0,False,True
23293,SMG6,DependencyEnum.Chronos_Score,287.0,318.0,False,True
9887,SMG7,DependencyEnum.Chronos_Score,215.0,318.0,False,True
55181,SMG8,DependencyEnum.Chronos_Score,32.0,318.0,False,False
56006,SMG9,DependencyEnum.Chronos_Score,0.0,318.0,False,False
388588,SMIM1,DependencyEnum.Chronos_Score,0.0,318.0,False,False
644538,SMIM10,DependencyEnum.Chronos_Score,0.0,318.0,False,False
113444,SMIM12,DependencyEnum.Chronos_Score,0.0,318.0,False,False
221710,SMIM13,DependencyEnum.Chronos_Score,0.0,318.0,False,False
201895,SMIM14,DependencyEnum.Chronos_Score,0.0,318.0,False,False
643155,SMIM15,DependencyEnum.Chronos_Score,0.0,318.0,False,False
147670,SMIM17,DependencyEnum.Chronos_Score,0.0,318.0,False,False
100507341,SMIM18,DependencyEnum.Chronos_Score,0.0,318.0,False,False
114926,SMIM19,DependencyEnum.Chronos_Score,0.0,318.0,False,False
79024,SMIM2,DependencyEnum.Chronos_Score,0.0,318.0,False,False
389203,SMIM20,DependencyEnum.Chronos_Score,0.0,318.0,False,False
